Unidades territoriales;Indicadores de renta media;Periodo;Total
Badajoz;Renta bruta media por hogar;2020;28.819
Badajoz;Renta bruta media por hogar;2019;28.670
Badajoz;Renta bruta media por hogar;2018;27.417
Badajoz;Renta bruta media por hogar;2017;26.345
Badajoz;Renta bruta media por hogar;2016;25.560
Badajoz;Renta bruta media por hogar;2015;25.056
Cáceres;Renta neta media por persona ;2020;10.660
Cáceres;Renta neta media por persona ;2019;10.537
Cáceres;Renta neta media por persona ;2018;10.009
Cáceres;Renta neta media por persona ;2017;9.544
Cáceres;Renta neta media por persona ;2016;9.247
Cáceres;Renta neta media por persona ;2015;9.081
Cáceres;Renta neta media por hogar;2020;24.373
Cáceres;Renta neta media por hogar;2019;24.262
Cáceres;Renta neta media por hogar;2018;23.205
Cáceres;Renta neta media por hogar;2017;22.359
Cáceres;Renta neta media por hogar;2016;21.765
Cáceres;Renta neta media por hogar;2015;21.514
Cáceres;Media de la renta por unidad de consumo;2020;15.448
Cáceres;Media de la renta por unidad de consumo;2019;15.308
Cáceres;Media de la renta por unidad de consumo;2018;14.590
Cáceres;Media de la renta por unidad de consumo;2017;13.966
Cáceres;Media de la renta por unidad de consumo;2016;13.543
Cáceres;Media de la renta por unidad de consumo;2015;13.333
Cáceres;Mediana de la renta por unidad de consumo;2020;13.650
Cáceres;Mediana de la renta por unidad de consumo;2019;13.650
Cáceres;Mediana de la renta por unidad de consumo;2018;12.250
Cáceres;Mediana de la renta por unidad de consumo;2017;12.250
Cáceres;Mediana de la renta por unidad de consumo;2016;11.550
Cáceres;Mediana de la renta por unidad de consumo;2015;11.550
Cáceres;Renta bruta media por persona;2020;12.323
Cáceres;Renta bruta media por persona;2019;12.157
Cáceres;Renta bruta media por persona;2018;11.526
Cáceres;Renta bruta media por persona;2017;10.992
Cáceres;Renta bruta media por persona;2016;10.634
Cáceres;Renta bruta media por persona;2015;10.428
Cáceres;Renta bruta media por hogar;2020;28.177
Cáceres;Renta bruta media por hogar;2019;27.993
Cáceres;Renta bruta media por hogar;2018;26.721
Cáceres;Renta bruta media por hogar;2017;25.750
Cáceres;Renta bruta media por hogar;2016;25.031
Cáceres;Renta bruta media por hogar;2015;24.706
Galicia;Renta neta media por persona ;2020;12.304
Galicia;Renta neta media por persona ;2019;12.175
Galicia;Renta neta media por persona ;2018;11.646
Galicia;Renta neta media por persona ;2017;11.152
Galicia;Renta neta media por persona ;2016;10.810
Galicia;Renta neta media por persona ;2015;10.534
Galicia;Renta neta media por hogar;2020;30.269
Galicia;Renta neta media por hogar;2019;30.200
Galicia;Renta neta media por hogar;2018;29.012
Galicia;Renta neta media por hogar;2017;27.993
Galicia;Renta neta media por hogar;2016;27.308
Galicia;Renta neta media por hogar;2015;26.686
Galicia;Media de la renta por unidad de consumo;2020;18.265
Galicia;Media de la renta por unidad de consumo;2019;18.163
Galicia;Media de la renta por unidad de consumo;2018;17.380
Galicia;Media de la renta por unidad de consumo;2017;16.680
Galicia;Media de la renta por unidad de consumo;2016;16.206
Galicia;Media de la renta por unidad de consumo;2015;15.732
Galicia;Mediana de la renta por unidad de consumo;2020;16.450
Galicia;Mediana de la renta por unidad de consumo;2019;16.450
Galicia;Mediana de la renta por unidad de consumo;2018;15.050
Galicia;Mediana de la renta por unidad de consumo;2017;14.350
Galicia;Mediana de la renta por unidad de consumo;2016;14.350
Galicia;Mediana de la renta por unidad de consumo;2015;13.650
Galicia;Renta bruta media por persona;2020;14.575
Galicia;Renta bruta media por persona;2019;14.438
Galicia;Renta bruta media por persona;2018;13.776
Galicia;Renta bruta media por persona;2017;13.162
Galicia;Renta bruta media por persona;2016;12.721
Galicia;Renta bruta media por persona;2015;12.393
Galicia;Renta bruta media por hogar;2020;35.857
Galicia;Renta bruta media por hogar;2019;35.815
Galicia;Renta bruta media por hogar;2018;34.318
Galicia;Renta bruta media por hogar;2017;33.039
Galicia;Renta bruta media por hogar;2016;32.134
Galicia;Renta bruta media por hogar;2015;31.393
Coruña, A;Renta neta media por persona ;2020;12.841
Coruña, A;Renta neta media por persona ;2019;12.764
Coruña, A;Renta neta media por persona ;2018;12.207
Coruña, A;Renta neta media por persona ;2017;11.706
Coruña, A;Renta neta media por persona ;2016;11.383
Coruña, A;Renta neta media por persona ;2015;11.024
Coruña, A;Renta neta media por hogar;2020;31.710
Coruña, A;Renta neta media por hogar;2019;31.785
Coruña, A;Renta neta media por hogar;2018;30.546
Coruña, A;Renta neta media por hogar;2017;29.444
Coruña, A;Renta neta media por hogar;2016;28.750
Coruña, A;Renta neta media por hogar;2015;27.947
Coruña, A;Media de la renta por unidad de consumo;2020;19.080
Coruña, A;Media de la renta por unidad de consumo;2019;19.047
Coruña, A;Media de la renta por unidad de consumo;2018;18.244
Coruña, A;Media de la renta por unidad de consumo;2017;17.507
Coruña, A;Media de la renta por unidad de consumo;2016;17.062
Coruña, A;Media de la renta por unidad de consumo;2015;16.488
Coruña, A;Mediana de la renta por unidad de consumo;2020;16.450
Coruña, A;Mediana de la renta por unidad de consumo;2019;16.450
Coruña, A;Mediana de la renta por unidad de consumo;2018;15.750
Coruña, A;Mediana de la renta por unidad de consumo;2017;15.050
Coruña, A;Mediana de la renta por unidad de consumo;2016;15.050
Coruña, A;Mediana de la renta por unidad de consumo;2015;14.350
Coruña, A;Renta bruta media por persona;2020;15.381
Coruña, A;Renta bruta media por persona;2019;15.310
Coruña, A;Renta bruta media por persona;2018;14.635
Coruña, A;Renta bruta media por persona;2017;13.979
Coruña, A;Renta bruta media por persona;2016;13.560
Coruña, A;Renta bruta media por persona;2015;13.096
Coruña, A;Renta bruta media por hogar;2020;37.980
Coruña, A;Renta bruta media por hogar;2019;38.125
Coruña, A;Renta bruta media por hogar;2018;36.620
Coruña, A;Renta bruta media por hogar;2017;35.161
Coruña, A;Renta bruta media por hogar;2016;34.248
Coruña, A;Renta bruta media por hogar;2015;33.199
Lugo;Renta neta media por persona ;2020;12.021
Lugo;Renta neta media por persona ;2019;11.856
Lugo;Renta neta media por persona ;2018;11.335
Lugo;Renta neta media por persona ;2017;10.878
Lugo;Renta neta media por persona ;2016;10.541
Lugo;Renta neta media por persona ;2015;10.283
Lugo;Renta neta media por hogar;2020;28.176
Lugo;Renta neta media por hogar;2019;28.067
Lugo;Renta neta media por hogar;2018;26.977
Lugo;Renta neta media por hogar;2017;26.118
Lugo;Renta neta media por hogar;2016;25.500
Lugo;Renta neta media por hogar;2015;24.946
Lugo;Media de la renta por unidad de consumo;2020;17.544
Lugo;Media de la renta por unidad de consumo;2019;17.358
Lugo;Media de la renta por unidad de consumo;2018;16.614
Lugo;Media de la renta por unidad de consumo;2017;15.975
Lugo;Media de la renta por unidad de consumo;2016;15.511
Lugo;Media de la renta por unidad de consumo;2015;15.143
Lugo;Mediana de la renta por unidad de consumo;2020;15.750
Lugo;Mediana de la renta por unidad de consumo;2019;15.750
Lugo;Mediana de la renta por unidad de consumo;2018;15.050
Lugo;Mediana de la renta por unidad de consumo;2017;14.350
Lugo;Mediana de la renta por unidad de consumo;2016;13.650
Lugo;Mediana de la renta por unidad de consumo;2015;13.650
Lugo;Renta bruta media por persona;2020;14.028
Lugo;Renta bruta media por persona;2019;13.784
Lugo;Renta bruta media por persona;2018;13.152
Lugo;Renta bruta media por persona;2017;12.601
Lugo;Renta bruta media por persona;2016;12.168
Lugo;Renta bruta media por persona;2015;11.861
Lugo;Renta bruta media por hogar;2020;32.881
Lugo;Renta bruta media por hogar;2019;32.630
Lugo;Renta bruta media por hogar;2018;31.300
Lugo;Renta bruta media por hogar;2017;30.254
Lugo;Renta bruta media por hogar;2016;29.435
Lugo;Renta bruta media por hogar;2015;28.775
Ourense;Renta neta media por persona ;2020;11.937
Ourense;Renta neta media por persona ;2019;11.729
Ourense;Renta neta media por persona ;2018;11.230
Ourense;Renta neta media por persona ;2017;10.729
Ourense;Renta neta media por persona ;2016;10.415
Ourense;Renta neta media por persona ;2015;10.189
Ourense;Renta neta media por hogar;2020;26.979
Ourense;Renta neta media por hogar;2019;26.720
Ourense;Renta neta media por hogar;2018;25.642
Ourense;Renta neta media por hogar;2017;24.730
Ourense;Renta neta media por hogar;2016;24.203
Ourense;Renta neta media por hogar;2015;23.787
Ourense;Media de la renta por unidad de consumo;2020;17.239
Ourense;Media de la renta por unidad de consumo;2019;17.023
Ourense;Media de la renta por unidad de consumo;2018;16.309
Ourense;Media de la renta por unidad de consumo;2017;15.628
Ourense;Media de la renta por unidad de consumo;2016;15.226
Ourense;Media de la renta por unidad de consumo;2015;14.916
Ourense;Mediana de la renta por unidad de consumo;2020;15.750
Ourense;Mediana de la renta por unidad de consumo;2019;15.050
Ourense;Mediana de la renta por unidad de consumo;2018;14.350
Ourense;Mediana de la renta por unidad de consumo;2017;13.650
Ourense;Mediana de la renta por unidad de consumo;2016;13.650
Ourense;Mediana de la renta por unidad de consumo;2015;12.950
Ourense;Renta bruta media por persona;2020;13.851
Ourense;Renta bruta media por persona;2019;13.617
Ourense;Renta bruta media por persona;2018;12.993
Ourense;Renta bruta media por persona;2017;12.407
Ourense;Renta bruta media por persona;2016;12.021
Ourense;Renta bruta media por persona;2015;11.738
Ourense;Renta bruta media por hogar;2020;31.304
Ourense;Renta bruta media por hogar;2019;31.022
Ourense;Renta bruta media por hogar;2018;29.666
Ourense;Renta bruta media por hogar;2017;28.598
Ourense;Renta bruta media por hogar;2016;27.934
Ourense;Renta bruta media por hogar;2015;27.403
Pontevedra;Renta neta media por persona ;2020;11.881
Pontevedra;Renta neta media por persona ;2019;11.726
Pontevedra;Renta neta media por persona ;2018;11.220
Pontevedra;Renta neta media por persona ;2017;10.726
Pontevedra;Renta neta media por persona ;2016;10.353
Pontevedra;Renta neta media por persona ;2015;10.153
Pontevedra;Renta neta media por hogar;2020;30.475
Pontevedra;Renta neta media por hogar;2019;30.315
Pontevedra;Renta neta media por hogar;2018;29.129
Pontevedra;Renta neta media por hogar;2017;28.117
Pontevedra;Renta neta media por hogar;2016;27.364
Pontevedra;Renta neta media por hogar;2015;26.877
Pontevedra;Media de la renta por unidad de consumo;2020;17.872
Pontevedra;Media de la renta por unidad de consumo;2019;17.756
Pontevedra;Media de la renta por unidad de consumo;2018;16.965
Pontevedra;Media de la renta por unidad de consumo;2017;16.283
Pontevedra;Media de la renta por unidad de consumo;2016;15.752
Pontevedra;Media de la renta por unidad de consumo;2015;15.309
Pontevedra;Mediana de la renta por unidad de consumo;2020;15.750
Pontevedra;Mediana de la renta por unidad de consumo;2019;15.750
Pontevedra;Mediana de la renta por unidad de consumo;2018;15.050
Pontevedra;Mediana de la renta por unidad de consumo;2017;14.350
Pontevedra;Mediana de la renta por unidad de consumo;2016;13.650
Pontevedra;Mediana de la renta por unidad de consumo;2015;13.650
Pontevedra;Renta bruta media por persona;2020;14.039
Pontevedra;Renta bruta media por persona;2019;13.891
Pontevedra;Renta bruta media por persona;2018;13.224
Pontevedra;Renta bruta media por persona;2017;12.633
Pontevedra;Renta bruta media por persona;2016;12.146
Pontevedra;Renta bruta media por persona;2015;11.959
Pontevedra;Renta bruta media por hogar;2020;36.011
Pontevedra;Renta bruta media por hogar;2019;35.910
Pontevedra;Renta bruta media por hogar;2018;34.332
Pontevedra;Renta bruta media por hogar;2017;33.116
Pontevedra;Renta bruta media por hogar;2016;32.105
Pontevedra;Renta bruta media por hogar;2015;31.658
Madrid, Comunidad de;Renta neta media por persona ;2020;15.579
Madrid, Comunidad de;Renta neta media por persona ;2019;15.520
Madrid, Comunidad de;Renta neta media por persona ;2018;15.153
Madrid, Comunidad de;Renta neta media por persona ;2017;14.461
Madrid, Comunidad de;Renta neta media por persona ;2016;14.104
Madrid, Comunidad de;Renta neta media por persona ;2015;13.779
Madrid, Comunidad de;Renta neta media por hogar;2020;41.830
Madrid, Comunidad de;Renta neta media por hogar;2019;42.058
Madrid, Comunidad de;Renta neta media por hogar;2018;40.929
Madrid, Comunidad de;Renta neta media por hogar;2017;38.983
Madrid, Comunidad de;Renta neta media por hogar;2016;38.297
Madrid, Comunidad de;Renta neta media por hogar;2015;37.225
Madrid, Comunidad de;Media de la renta por unidad de consumo;2020;23.794
Madrid, Comunidad de;Media de la renta por unidad de consumo;2019;23.820
Madrid, Comunidad de;Media de la renta por unidad de consumo;2018;23.279
Madrid, Comunidad de;Media de la renta por unidad de consumo;2017;22.193
Madrid, Comunidad de;Media de la renta por unidad de consumo;2016;21.632
Madrid, Comunidad de;Media de la renta por unidad de consumo;2015;21.150
Madrid, Comunidad de;Mediana de la renta por unidad de consumo;2020;19.250
Madrid, Comunidad de;Mediana de la renta por unidad de consumo;2019;19.250
Madrid, Comunidad de;Mediana de la renta por unidad de consumo;2018;18.550
Madrid, Comunidad de;Mediana de la renta por unidad de consumo;2017;17.850
Madrid, Comunidad de;Mediana de la renta por unidad de consumo;2016;17.150
Madrid, Comunidad de;Mediana de la renta por unidad de consumo;2015;17.150
Madrid, Comunidad de;Renta bruta media por persona;2020;19.550
Madrid, Comunidad de;Renta bruta media por persona;2019;19.481
Madrid, Comunidad de;Renta bruta media por persona;2018;19.042
Madrid, Comunidad de;Renta bruta media por persona;2017;18.082
Madrid, Comunidad de;Renta bruta media por persona;2016;17.552
Madrid, Comunidad de;Renta bruta media por persona;2015;17.128
Madrid, Comunidad de;Renta bruta media por hogar;2020;52.493
Madrid, Comunidad de;Renta bruta media por hogar;2019;52.794
Madrid, Comunidad de;Renta bruta media por hogar;2018;51.437
Madrid, Comunidad de;Renta bruta media por hogar;2017;48.744
Madrid, Comunidad de;Renta bruta media por hogar;2016;47.658
Madrid, Comunidad de;Renta bruta media por hogar;2015;46.273
Madrid;Renta neta media por persona ;2020;15.579
Madrid;Renta neta media por persona ;2019;15.520
Madrid;Renta neta media por persona ;2018;15.153
Madrid;Renta neta media por persona ;2017;14.461
Madrid;Renta neta media por persona ;2016;14.104
Madrid;Renta neta media por persona ;2015;13.779
Madrid;Renta neta media por hogar;2020;41.830
Madrid;Renta neta media por hogar;2019;42.058
Madrid;Renta neta media por hogar;2018;40.929
Madrid;Renta neta media por hogar;2017;38.983
Madrid;Renta neta media por hogar;2016;38.297
Madrid;Renta neta media por hogar;2015;37.225
Madrid;Media de la renta por unidad de consumo;2020;23.794
Madrid;Media de la renta por unidad de consumo;2019;23.820
Madrid;Media de la renta por unidad de consumo;2018;23.279
Madrid;Media de la renta por unidad de consumo;2017;22.193
Madrid;Media de la renta por unidad de consumo;2016;21.632
Madrid;Media de la renta por unidad de consumo;2015;21.150
Madrid;Mediana de la renta por unidad de consumo;2020;19.250
Madrid;Mediana de la renta por unidad de consumo;2019;19.250
Madrid;Mediana de la renta por unidad de consumo;2018;18.550
Madrid;Mediana de la renta por unidad de consumo;2017;17.850
Madrid;Mediana de la renta por unidad de consumo;2016;17.150
Madrid;Mediana de la renta por unidad de consumo;2015;17.150
Madrid;Renta bruta media por persona;2020;19.550
Madrid;Renta bruta media por persona;2019;19.481
Madrid;Renta bruta media por persona;2018;19.042
Madrid;Renta bruta media por persona;2017;18.082
Madrid;Renta bruta media por persona;2016;17.552
Madrid;Renta bruta media por persona;2015;17.128
Madrid;Renta bruta media por hogar;2020;52.493
Madrid;Renta bruta media por hogar;2019;52.794
Madrid;Renta bruta media por hogar;2018;51.437
Madrid;Renta bruta media por hogar;2017;48.744
Madrid;Renta bruta media por hogar;2016;47.658
Madrid;Renta bruta media por hogar;2015;46.273
Murcia, Región de;Renta neta media por persona ;2020;10.574
Murcia, Región de;Renta neta media por persona ;2019;10.422
Murcia, Región de;Renta neta media por persona ;2018;9.948
Murcia, Región de;Renta neta media por persona ;2017;9.518
Murcia, Región de;Renta neta media por persona ;2016;9.124
Murcia, Región de;Renta neta media por persona ;2015;8.908
Murcia, Región de;Renta neta media por hogar;2020;30.171
Murcia, Región de;Renta neta media por hogar;2019;29.932
Murcia, Región de;Renta neta media por hogar;2018;28.531
Murcia, Región de;Renta neta media por hogar;2017;27.372
Murcia, Región de;Renta neta media por hogar;2016;26.512
Murcia, Región de;Renta neta media por hogar;2015;25.819
Murcia, Región de;Media de la renta por unidad de consumo;2020;16.391
Murcia, Región de;Media de la renta por unidad de consumo;2019;16.163
Murcia, Región de;Media de la renta por unidad de consumo;2018;15.444
Murcia, Región de;Media de la renta por unidad de consumo;2017;14.794
Murcia, Región de;Media de la renta por unidad de consumo;2016;14.204
Murcia, Región de;Media de la renta por unidad de consumo;2015;13.876
Murcia, Región de;Mediana de la renta por unidad de consumo;2020;14.350
Murcia, Región de;Mediana de la renta por unidad de consumo;2019;13.650
Murcia, Región de;Mediana de la renta por unidad de consumo;2018;13.650
Murcia, Región de;Mediana de la renta por unidad de consumo;2017;12.950
Murcia, Región de;Mediana de la renta por unidad de consumo;2016;12.250
Murcia, Región de;Mediana de la renta por unidad de consumo;2015;11.550
Murcia, Región de;Renta bruta media por persona;2020;12.522
Murcia, Región de;Renta bruta media por persona;2019;12.300
Murcia, Región de;Renta bruta media por persona;2018;11.718
Murcia, Región de;Renta bruta media por persona;2017;11.200
Murcia, Región de;Renta bruta media por persona;2016;10.681
Murcia, Región de;Renta bruta media por persona;2015;10.424
Murcia, Región de;Renta bruta media por hogar;2020;35.729
Murcia, Región de;Renta bruta media por hogar;2019;35.327
Murcia, Región de;Renta bruta media por hogar;2018;33.607
Murcia, Región de;Renta bruta media por hogar;2017;32.210
Murcia, Región de;Renta bruta media por hogar;2016;31.036
Murcia, Región de;Renta bruta media por hogar;2015;30.213
Murcia;Renta neta media por persona ;2020;10.574
Murcia;Renta neta media por persona ;2019;10.422
Murcia;Renta neta media por persona ;2018;9.948
Murcia;Renta neta media por persona ;2017;9.518
Murcia;Renta neta media por persona ;2016;9.124
Murcia;Renta neta media por persona ;2015;8.908
Murcia;Renta neta media por hogar;2020;30.171
Murcia;Renta neta media por hogar;2019;29.932
Murcia;Renta neta media por hogar;2018;28.531
Murcia;Renta neta media por hogar;2017;27.372
Murcia;Renta neta media por hogar;2016;26.512
Murcia;Renta neta media por hogar;2015;25.819
Murcia;Media de la renta por unidad de consumo;2020;16.391
Murcia;Media de la renta por unidad de consumo;2019;16.163
Murcia;Media de la renta por unidad de consumo;2018;15.444
Murcia;Media de la renta por unidad de consumo;2017;14.794
Murcia;Media de la renta por unidad de consumo;2016;14.204
Murcia;Media de la renta por unidad de consumo;2015;13.876
Murcia;Mediana de la renta por unidad de consumo;2020;14.350
Murcia;Mediana de la renta por unidad de consumo;2019;13.650
Murcia;Mediana de la renta por unidad de consumo;2018;13.650
Murcia;Mediana de la renta por unidad de consumo;2017;12.950
Murcia;Mediana de la renta por unidad de consumo;2016;12.250
Murcia;Mediana de la renta por unidad de consumo;2015;11.550
Murcia;Renta bruta media por persona;2020;12.522
Murcia;Renta bruta media por persona;2019;12.300
Murcia;Renta bruta media por persona;2018;11.718
Murcia;Renta bruta media por persona;2017;11.200
Murcia;Renta bruta media por persona;2016;10.681
Murcia;Renta bruta media por persona;2015;10.424
Murcia;Renta bruta media por hogar;2020;35.729
Murcia;Renta bruta media por hogar;2019;35.327
Murcia;Renta bruta media por hogar;2018;33.607
Murcia;Renta bruta media por hogar;2017;32.210
Murcia;Renta bruta media por hogar;2016;31.036
Murcia;Renta bruta media por hogar;2015;30.213
Navarra, Comunidad Foral de;Renta neta media por persona ;2020;""
Navarra, Comunidad Foral de;Renta neta media por persona ;2019;""
Navarra, Comunidad Foral de;Renta neta media por persona ;2018;""
Navarra, Comunidad Foral de;Renta neta media por persona ;2017;""
Navarra, Comunidad Foral de;Renta neta media por persona ;2016;""
Navarra, Comunidad Foral de;Renta neta media por persona ;2015;""
Navarra, Comunidad Foral de;Renta neta media por hogar;2020;""
Navarra, Comunidad Foral de;Renta neta media por hogar;2019;""
Navarra, Comunidad Foral de;Renta neta media por hogar;2018;""
Navarra, Comunidad Foral de;Renta neta media por hogar;2017;""
Navarra, Comunidad Foral de;Renta neta media por hogar;2016;""
Navarra, Comunidad Foral de;Renta neta media por hogar;2015;""
Navarra, Comunidad Foral de;Media de la renta por unidad de consumo;2020;""
Navarra, Comunidad Foral de;Media de la renta por unidad de consumo;2019;""
Navarra, Comunidad Foral de;Media de la renta por unidad de consumo;2018;""
Navarra, Comunidad Foral de;Media de la renta por unidad de consumo;2017;""
Navarra, Comunidad Foral de;Media de la renta por unidad de consumo;2016;""
Navarra, Comunidad Foral de;Media de la renta por unidad de consumo;2015;""
Navarra, Comunidad Foral de;Mediana de la renta por unidad de consumo;2020;""
Navarra, Comunidad Foral de;Mediana de la renta por unidad de consumo;2019;""
Navarra, Comunidad Foral de;Mediana de la renta por unidad de consumo;2018;""
Navarra, Comunidad Foral de;Mediana de la renta por unidad de consumo;2017;""
Navarra, Comunidad Foral de;Mediana de la renta por unidad de consumo;2016;""
Navarra, Comunidad Foral de;Mediana de la renta por unidad de consumo;2015;""
Navarra, Comunidad Foral de;Renta bruta media por persona;2020;""
Navarra, Comunidad Foral de;Renta bruta media por persona;2019;""
Navarra, Comunidad Foral de;Renta bruta media por persona;2018;""
Navarra, Comunidad Foral de;Renta bruta media por persona;2017;""
Navarra, Comunidad Foral de;Renta bruta media por persona;2016;""
Navarra, Comunidad Foral de;Renta bruta media por persona;2015;""
Navarra, Comunidad Foral de;Renta bruta media por hogar;2020;""
Navarra, Comunidad Foral de;Renta bruta media por hogar;2019;""
Navarra, Comunidad Foral de;Renta bruta media por hogar;2018;""
Navarra, Comunidad Foral de;Renta bruta media por hogar;2017;""
Navarra, Comunidad Foral de;Renta bruta media por hogar;2016;""
Navarra, Comunidad Foral de;Renta bruta media por hogar;2015;""
Navarra;Renta neta media por persona ;2020;""
Navarra;Renta neta media por persona ;2019;""
Navarra;Renta neta media por persona ;2018;""
Navarra;Renta neta media por persona ;2017;""
Navarra;Renta neta media por persona ;2016;""
Navarra;Renta neta media por persona ;2015;""
Navarra;Renta neta media por hogar;2020;""
Navarra;Renta neta media por hogar;2019;""
Navarra;Renta neta media por hogar;2018;""
Navarra;Renta neta media por hogar;2017;""
Navarra;Renta neta media por hogar;2016;""
Navarra;Renta neta media por hogar;2015;""
Navarra;Media de la renta por unidad de consumo;2020;""
Navarra;Media de la renta por unidad de consumo;2019;""
Navarra;Media de la renta por unidad de consumo;2018;""
Navarra;Media de la renta por unidad de consumo;2017;""
Navarra;Media de la renta por unidad de consumo;2016;""
Navarra;Media de la renta por unidad de consumo;2015;""
Navarra;Mediana de la renta por unidad de consumo;2020;""
Navarra;Mediana de la renta por unidad de consumo;2019;""
Navarra;Mediana de la renta por unidad de consumo;2018;""
Navarra;Mediana de la renta por unidad de consumo;2017;""
Navarra;Mediana de la renta por unidad de consumo;2016;""
Navarra;Mediana de la renta por unidad de consumo;2015;""
Navarra;Renta bruta media por persona;2020;""
Navarra;Renta bruta media por persona;2019;""
Navarra;Renta bruta media por persona;2018;""
Navarra;Renta bruta media por persona;2017;""
Navarra;Renta bruta media por persona;2016;""
Navarra;Renta bruta media por persona;2015;""
Navarra;Renta bruta media por hogar;2020;""
Navarra;Renta bruta media por hogar;2019;""
Navarra;Renta bruta media por hogar;2018;""
Navarra;Renta bruta media por hogar;2017;""
Navarra;Renta bruta media por hogar;2016;""
Navarra;Renta bruta media por hogar;2015;""
País Vasco;Renta neta media por persona ;2020;15.743
País Vasco;Renta neta media por persona ;2019;""
País Vasco;Renta neta media por persona ;2018;""
País Vasco;Renta neta media por persona ;2017;""
País Vasco;Renta neta media por persona ;2016;""
País Vasco;Renta neta media por persona ;2015;""
País Vasco;Renta neta media por hogar;2020;37.550
País Vasco;Renta neta media por hogar;2019;""
País Vasco;Renta neta media por hogar;2018;""
País Vasco;Renta neta media por hogar;2017;""
País Vasco;Renta neta media por hogar;2016;""
País Vasco;Renta neta media por hogar;2015;""
País Vasco;Media de la renta por unidad de consumo;2020;22.954
País Vasco;Media de la renta por unidad de consumo;2019;..
País Vasco;Media de la renta por unidad de consumo;2018;..
País Vasco;Media de la renta por unidad de consumo;2017;..
País Vasco;Media de la renta por unidad de consumo;2016;..
País Vasco;Media de la renta por unidad de consumo;2015;..
País Vasco;Mediana de la renta por unidad de consumo;2020;20.650
País Vasco;Mediana de la renta por unidad de consumo;2019;..
País Vasco;Mediana de la renta por unidad de consumo;2018;..
País Vasco;Mediana de la renta por unidad de consumo;2017;..
País Vasco;Mediana de la renta por unidad de consumo;2016;..
País Vasco;Mediana de la renta por unidad de consumo;2015;..
País Vasco;Renta bruta media por persona;2020;18.824
País Vasco;Renta bruta media por persona;2019;""
País Vasco;Renta bruta media por persona;2018;""
País Vasco;Renta bruta media por persona;2017;""
País Vasco;Renta bruta media por persona;2016;""
País Vasco;Renta bruta media por persona;2015;""
País Vasco;Renta bruta media por hogar;2020;44.899
País Vasco;Renta bruta media por hogar;2019;""
País Vasco;Renta bruta media por hogar;2018;""
País Vasco;Renta bruta media por hogar;2017;""
País Vasco;Renta bruta media por hogar;2016;""
País Vasco;Renta bruta media por hogar;2015;""
Araba/Álava;Renta neta media por persona ;2020;14.962
Araba/Álava;Renta neta media por persona ;2019;""
Araba/Álava;Renta neta media por persona ;2018;""
Araba/Álava;Renta neta media por persona ;2017;""
Araba/Álava;Renta neta media por persona ;2016;""
Araba/Álava;Renta neta media por persona ;2015;""
Araba/Álava;Renta neta media por hogar;2020;35.412
Araba/Álava;Renta neta media por hogar;2019;""
Araba/Álava;Renta neta media por hogar;2018;""
Araba/Álava;Renta neta media por hogar;2017;""
Araba/Álava;Renta neta media por hogar;2016;""
Araba/Álava;Renta neta media por hogar;2015;""
Araba/Álava;Media de la renta por unidad de consumo;2020;21.618
Araba/Álava;Media de la renta por unidad de consumo;2019;""
Araba/Álava;Media de la renta por unidad de consumo;2018;""
Araba/Álava;Media de la renta por unidad de consumo;2017;""
Araba/Álava;Media de la renta por unidad de consumo;2016;""
Araba/Álava;Media de la renta por unidad de consumo;2015;""
Araba/Álava;Mediana de la renta por unidad de consumo;2020;19.950
Araba/Álava;Mediana de la renta por unidad de consumo;2019;""
Araba/Álava;Mediana de la renta por unidad de consumo;2018;""
Araba/Álava;Mediana de la renta por unidad de consumo;2017;""
Araba/Álava;Mediana de la renta por unidad de consumo;2016;""
Araba/Álava;Mediana de la renta por unidad de consumo;2015;""
Araba/Álava;Renta bruta media por persona;2020;17.945
Araba/Álava;Renta bruta media por persona;2019;""
Araba/Álava;Renta bruta media por persona;2018;""
Araba/Álava;Renta bruta media por persona;2017;""
Araba/Álava;Renta bruta media por persona;2016;""
Araba/Álava;Renta bruta media por persona;2015;""
Araba/Álava;Renta bruta media por hogar;2020;42.474
Araba/Álava;Renta bruta media por hogar;2019;""
Araba/Álava;Renta bruta media por hogar;2018;""
Araba/Álava;Renta bruta media por hogar;2017;""
Araba/Álava;Renta bruta media por hogar;2016;""
Araba/Álava;Renta bruta media por hogar;2015;""
Bizkaia;Renta neta media por persona ;2020;15.555
Bizkaia;Renta neta media por persona ;2019;15.547
Bizkaia;Renta neta media por persona ;2018;15.047
Bizkaia;Renta neta media por persona ;2017;14.605
Bizkaia;Renta neta media por persona ;2016;14.216
Bizkaia;Renta neta media por persona ;2015;13.949
Bizkaia;Renta neta media por hogar;2020;37.242
Bizkaia;Renta neta media por hogar;2019;37.523
Bizkaia;Renta neta media por hogar;2018;36.364
Bizkaia;Renta neta media por hogar;2017;35.326
Bizkaia;Renta neta media por hogar;2016;34.622
Bizkaia;Renta neta media por hogar;2015;34.177
Bizkaia;Media de la renta por unidad de consumo;2020;22.731
Bizkaia;Media de la renta por unidad de consumo;2019;22.756
Bizkaia;Media de la renta por unidad de consumo;2018;22.061
Bizkaia;Media de la renta por unidad de consumo;2017;21.474
Bizkaia;Media de la renta por unidad de consumo;2016;20.937
Bizkaia;Media de la renta por unidad de consumo;2015;20.569
