Unidades territoriales;Indicadores de renta media;Periodo;Total
Bizkaia;Mediana de la renta por unidad de consumo;2020;20.650
Bizkaia;Mediana de la renta por unidad de consumo;2019;19.950
Bizkaia;Mediana de la renta por unidad de consumo;2018;19.250
Bizkaia;Mediana de la renta por unidad de consumo;2017;19.250
Bizkaia;Mediana de la renta por unidad de consumo;2016;18.550
Bizkaia;Mediana de la renta por unidad de consumo;2015;18.550
Bizkaia;Renta bruta media por persona;2020;18.534
Bizkaia;Renta bruta media por persona;2019;18.707
Bizkaia;Renta bruta media por persona;2018;18.055
Bizkaia;Renta bruta media por persona;2017;17.491
Bizkaia;Renta bruta media por persona;2016;17.002
Bizkaia;Renta bruta media por persona;2015;16.664
Bizkaia;Renta bruta media por hogar;2020;44.373
Bizkaia;Renta bruta media por hogar;2019;45.149
Bizkaia;Renta bruta media por hogar;2018;43.632
Bizkaia;Renta bruta media por hogar;2017;42.306
Bizkaia;Renta bruta media por hogar;2016;41.406
Bizkaia;Renta bruta media por hogar;2015;40.830
Gipuzkoa;Renta neta media por persona ;2020;16.399
Gipuzkoa;Renta neta media por persona ;2019;16.463
Gipuzkoa;Renta neta media por persona ;2018;15.891
Gipuzkoa;Renta neta media por persona ;2017;15.372
Gipuzkoa;Renta neta media por persona ;2016;15.090
Gipuzkoa;Renta neta media por persona ;2015;..
Gipuzkoa;Renta neta media por hogar;2020;39.023
Gipuzkoa;Renta neta media por hogar;2019;39.283
Gipuzkoa;Renta neta media por hogar;2018;37.797
Gipuzkoa;Renta neta media por hogar;2017;36.586
Gipuzkoa;Renta neta media por hogar;2016;35.751
Gipuzkoa;Renta neta media por hogar;2015;..
Gipuzkoa;Media de la renta por unidad de consumo;2020;23.923
Gipuzkoa;Media de la renta por unidad de consumo;2019;24.028
Gipuzkoa;Media de la renta por unidad de consumo;2018;23.223
Gipuzkoa;Media de la renta por unidad de consumo;2017;22.478
Gipuzkoa;Media de la renta por unidad de consumo;2016;21.973
Gipuzkoa;Media de la renta por unidad de consumo;2015;..
Gipuzkoa;Mediana de la renta por unidad de consumo;2020;21.350
Gipuzkoa;Mediana de la renta por unidad de consumo;2019;21.350
Gipuzkoa;Mediana de la renta por unidad de consumo;2018;20.650
Gipuzkoa;Mediana de la renta por unidad de consumo;2017;19.950
Gipuzkoa;Mediana de la renta por unidad de consumo;2016;19.950
Gipuzkoa;Mediana de la renta por unidad de consumo;2015;..
Gipuzkoa;Renta bruta media por persona;2020;19.689
Gipuzkoa;Renta bruta media por persona;2019;19.785
Gipuzkoa;Renta bruta media por persona;2018;19.041
Gipuzkoa;Renta bruta media por persona;2017;18.380
Gipuzkoa;Renta bruta media por persona;2016;17.920
Gipuzkoa;Renta bruta media por persona;2015;..
Gipuzkoa;Renta bruta media por hogar;2020;46.852
Gipuzkoa;Renta bruta media por hogar;2019;47.211
Gipuzkoa;Renta bruta media por hogar;2018;45.288
Gipuzkoa;Renta bruta media por hogar;2017;43.744
Gipuzkoa;Renta bruta media por hogar;2016;42.457
Gipuzkoa;Renta bruta media por hogar;2015;..
Rioja, La;Renta neta media por persona ;2020;12.738
Rioja, La;Renta neta media por persona ;2019;12.930
Rioja, La;Renta neta media por persona ;2018;12.460
Rioja, La;Renta neta media por persona ;2017;11.914
Rioja, La;Renta neta media por persona ;2016;11.536
Rioja, La;Renta neta media por persona ;2015;11.191
Rioja, La;Renta neta media por hogar;2020;30.843
Rioja, La;Renta neta media por hogar;2019;31.535
Rioja, La;Renta neta media por hogar;2018;30.286
Rioja, La;Renta neta media por hogar;2017;29.070
Rioja, La;Renta neta media por hogar;2016;28.333
Rioja, La;Renta neta media por hogar;2015;27.471
Rioja, La;Media de la renta por unidad de consumo;2020;18.778
Rioja, La;Media de la renta por unidad de consumo;2019;19.101
Rioja, La;Media de la renta por unidad de consumo;2018;18.410
Rioja, La;Media de la renta por unidad de consumo;2017;17.625
Rioja, La;Media de la renta por unidad de consumo;2016;17.107
Rioja, La;Media de la renta por unidad de consumo;2015;16.582
Rioja, La;Mediana de la renta por unidad de consumo;2020;16.450
Rioja, La;Mediana de la renta por unidad de consumo;2019;17.150
Rioja, La;Mediana de la renta por unidad de consumo;2018;16.450
Rioja, La;Mediana de la renta por unidad de consumo;2017;15.750
Rioja, La;Mediana de la renta por unidad de consumo;2016;15.050
Rioja, La;Mediana de la renta por unidad de consumo;2015;14.350
Rioja, La;Renta bruta media por persona;2020;15.309
Rioja, La;Renta bruta media por persona;2019;15.513
Rioja, La;Renta bruta media por persona;2018;14.932
Rioja, La;Renta bruta media por persona;2017;14.269
Rioja, La;Renta bruta media por persona;2016;13.776
Rioja, La;Renta bruta media por persona;2015;13.321
Rioja, La;Renta bruta media por hogar;2020;37.066
Rioja, La;Renta bruta media por hogar;2019;37.836
Rioja, La;Renta bruta media por hogar;2018;36.295
Rioja, La;Renta bruta media por hogar;2017;34.817
Rioja, La;Renta bruta media por hogar;2016;33.836
Rioja, La;Renta bruta media por hogar;2015;32.699
Rioja, La;Renta neta media por persona ;2020;12.738
Rioja, La;Renta neta media por persona ;2019;12.930
Rioja, La;Renta neta media por persona ;2018;12.460
Rioja, La;Renta neta media por persona ;2017;11.914
Rioja, La;Renta neta media por persona ;2016;11.536
Rioja, La;Renta neta media por persona ;2015;11.191
Rioja, La;Renta neta media por hogar;2020;30.843
Rioja, La;Renta neta media por hogar;2019;31.535
Rioja, La;Renta neta media por hogar;2018;30.286
Rioja, La;Renta neta media por hogar;2017;29.070
Rioja, La;Renta neta media por hogar;2016;28.333
Rioja, La;Renta neta media por hogar;2015;27.471
Rioja, La;Media de la renta por unidad de consumo;2020;18.778
Rioja, La;Media de la renta por unidad de consumo;2019;19.101
Rioja, La;Media de la renta por unidad de consumo;2018;18.410
Rioja, La;Media de la renta por unidad de consumo;2017;17.625
Rioja, La;Media de la renta por unidad de consumo;2016;17.107
Rioja, La;Media de la renta por unidad de consumo;2015;16.582
Rioja, La;Mediana de la renta por unidad de consumo;2020;16.450
Rioja, La;Mediana de la renta por unidad de consumo;2019;17.150
Rioja, La;Mediana de la renta por unidad de consumo;2018;16.450
Rioja, La;Mediana de la renta por unidad de consumo;2017;15.750
Rioja, La;Mediana de la renta por unidad de consumo;2016;15.050
Rioja, La;Mediana de la renta por unidad de consumo;2015;14.350
Rioja, La;Renta bruta media por persona;2020;15.309
Rioja, La;Renta bruta media por persona;2019;15.513
Rioja, La;Renta bruta media por persona;2018;14.932
Rioja, La;Renta bruta media por persona;2017;14.269
Rioja, La;Renta bruta media por persona;2016;13.776
Rioja, La;Renta bruta media por persona;2015;13.321
Rioja, La;Renta bruta media por hogar;2020;37.066
Rioja, La;Renta bruta media por hogar;2019;37.836
Rioja, La;Renta bruta media por hogar;2018;36.295
Rioja, La;Renta bruta media por hogar;2017;34.817
Rioja, La;Renta bruta media por hogar;2016;33.836
Rioja, La;Renta bruta media por hogar;2015;32.699
Ceuta;Renta neta media por persona ;2020;12.358
Ceuta;Renta neta media por persona ;2019;12.038
Ceuta;Renta neta media por persona ;2018;11.448
Ceuta;Renta neta media por persona ;2017;10.767
Ceuta;Renta neta media por persona ;2016;10.696
Ceuta;Renta neta media por persona ;2015;10.696
Ceuta;Renta neta media por hogar;2020;39.330
Ceuta;Renta neta media por hogar;2019;38.628
Ceuta;Renta neta media por hogar;2018;37.090
Ceuta;Renta neta media por hogar;2017;35.274
Ceuta;Renta neta media por hogar;2016;35.381
Ceuta;Renta neta media por hogar;2015;35.577
Ceuta;Media de la renta por unidad de consumo;2020;19.308
Ceuta;Media de la renta por unidad de consumo;2019;18.796
Ceuta;Media de la renta por unidad de consumo;2018;17.930
Ceuta;Media de la renta por unidad de consumo;2017;16.943
Ceuta;Media de la renta por unidad de consumo;2016;16.901
Ceuta;Media de la renta por unidad de consumo;2015;16.939
Ceuta;Mediana de la renta por unidad de consumo;2020;14.350
Ceuta;Mediana de la renta por unidad de consumo;2019;14.350
Ceuta;Mediana de la renta por unidad de consumo;2018;13.650
Ceuta;Mediana de la renta por unidad de consumo;2017;12.950
Ceuta;Mediana de la renta por unidad de consumo;2016;12.950
Ceuta;Mediana de la renta por unidad de consumo;2015;12.950
Ceuta;Renta bruta media por persona;2020;13.718
Ceuta;Renta bruta media por persona;2019;13.368
Ceuta;Renta bruta media por persona;2018;12.683
Ceuta;Renta bruta media por persona;2017;12.094
Ceuta;Renta bruta media por persona;2016;11.988
Ceuta;Renta bruta media por persona;2015;12.017
Ceuta;Renta bruta media por hogar;2020;43.660
Ceuta;Renta bruta media por hogar;2019;42.896
Ceuta;Renta bruta media por hogar;2018;41.089
Ceuta;Renta bruta media por hogar;2017;39.622
Ceuta;Renta bruta media por hogar;2016;39.656
Ceuta;Renta bruta media por hogar;2015;39.971
Ceuta;Renta neta media por persona ;2020;12.358
Ceuta;Renta neta media por persona ;2019;12.038
Ceuta;Renta neta media por persona ;2018;11.448
Ceuta;Renta neta media por persona ;2017;10.767
Ceuta;Renta neta media por persona ;2016;10.696
Ceuta;Renta neta media por persona ;2015;10.696
Ceuta;Renta neta media por hogar;2020;39.330
Ceuta;Renta neta media por hogar;2019;38.628
Ceuta;Renta neta media por hogar;2018;37.090
Ceuta;Renta neta media por hogar;2017;35.274
Ceuta;Renta neta media por hogar;2016;35.381
Ceuta;Renta neta media por hogar;2015;35.577
Ceuta;Media de la renta por unidad de consumo;2020;19.308
Ceuta;Media de la renta por unidad de consumo;2019;18.796
Ceuta;Media de la renta por unidad de consumo;2018;17.930
Ceuta;Media de la renta por unidad de consumo;2017;16.943
Ceuta;Media de la renta por unidad de consumo;2016;16.901
Ceuta;Media de la renta por unidad de consumo;2015;16.939
Ceuta;Mediana de la renta por unidad de consumo;2020;14.350
Ceuta;Mediana de la renta por unidad de consumo;2019;14.350
Ceuta;Mediana de la renta por unidad de consumo;2018;13.650
Ceuta;Mediana de la renta por unidad de consumo;2017;12.950
Ceuta;Mediana de la renta por unidad de consumo;2016;12.950
Ceuta;Mediana de la renta por unidad de consumo;2015;12.950
Ceuta;Renta bruta media por persona;2020;13.718
Ceuta;Renta bruta media por persona;2019;13.368
Ceuta;Renta bruta media por persona;2018;12.683
Ceuta;Renta bruta media por persona;2017;12.094
Ceuta;Renta bruta media por persona;2016;11.988
Ceuta;Renta bruta media por persona;2015;12.017
Ceuta;Renta bruta media por hogar;2020;43.660
Ceuta;Renta bruta media por hogar;2019;42.896
Ceuta;Renta bruta media por hogar;2018;41.089
Ceuta;Renta bruta media por hogar;2017;39.622
Ceuta;Renta bruta media por hogar;2016;39.656
Ceuta;Renta bruta media por hogar;2015;39.971
Melilla;Renta neta media por persona ;2020;11.665
Melilla;Renta neta media por persona ;2019;11.463
Melilla;Renta neta media por persona ;2018;10.925
Melilla;Renta neta media por persona ;2017;10.314
Melilla;Renta neta media por persona ;2016;10.176
Melilla;Renta neta media por persona ;2015;9.961
Melilla;Renta neta media por hogar;2020;39.868
Melilla;Renta neta media por hogar;2019;39.730
Melilla;Renta neta media por hogar;2018;37.829
Melilla;Renta neta media por hogar;2017;36.128
Melilla;Renta neta media por hogar;2016;35.748
Melilla;Renta neta media por hogar;2015;35.196
Melilla;Media de la renta por unidad de consumo;2020;18.701
Melilla;Media de la renta por unidad de consumo;2019;18.434
Melilla;Media de la renta por unidad de consumo;2018;17.592
Melilla;Media de la renta por unidad de consumo;2017;16.670
Melilla;Media de la renta por unidad de consumo;2016;16.453
Melilla;Media de la renta por unidad de consumo;2015;16.132
Melilla;Mediana de la renta por unidad de consumo;2020;13.650
Melilla;Mediana de la renta por unidad de consumo;2019;13.650
Melilla;Mediana de la renta por unidad de consumo;2018;12.950
Melilla;Mediana de la renta por unidad de consumo;2017;12.250
Melilla;Mediana de la renta por unidad de consumo;2016;12.250
Melilla;Mediana de la renta por unidad de consumo;2015;11.550
Melilla;Renta bruta media por persona;2020;12.912
Melilla;Renta bruta media por persona;2019;12.676
Melilla;Renta bruta media por persona;2018;12.081
Melilla;Renta bruta media por persona;2017;11.541
Melilla;Renta bruta media por persona;2016;11.377
Melilla;Renta bruta media por persona;2015;11.151
Melilla;Renta bruta media por hogar;2020;44.129
Melilla;Renta bruta media por hogar;2019;43.936
Melilla;Renta bruta media por hogar;2018;41.830
Melilla;Renta bruta media por hogar;2017;40.426
Melilla;Renta bruta media por hogar;2016;39.968
Melilla;Renta bruta media por hogar;2015;39.402
Melilla;Renta neta media por persona ;2020;11.665
Melilla;Renta neta media por persona ;2019;11.463
Melilla;Renta neta media por persona ;2018;10.925
Melilla;Renta neta media por persona ;2017;10.314
Melilla;Renta neta media por persona ;2016;10.176
Melilla;Renta neta media por persona ;2015;9.961
Melilla;Renta neta media por hogar;2020;39.868
Melilla;Renta neta media por hogar;2019;39.730
Melilla;Renta neta media por hogar;2018;37.829
Melilla;Renta neta media por hogar;2017;36.128
Melilla;Renta neta media por hogar;2016;35.748
Melilla;Renta neta media por hogar;2015;35.196
Melilla;Media de la renta por unidad de consumo;2020;18.701
Melilla;Media de la renta por unidad de consumo;2019;18.434
Melilla;Media de la renta por unidad de consumo;2018;17.592
Melilla;Media de la renta por unidad de consumo;2017;16.670
Melilla;Media de la renta por unidad de consumo;2016;16.453
Melilla;Media de la renta por unidad de consumo;2015;16.132
Melilla;Mediana de la renta por unidad de consumo;2020;13.650
Melilla;Mediana de la renta por unidad de consumo;2019;13.650
Melilla;Mediana de la renta por unidad de consumo;2018;12.950
Melilla;Mediana de la renta por unidad de consumo;2017;12.250
Melilla;Mediana de la renta por unidad de consumo;2016;12.250
Melilla;Mediana de la renta por unidad de consumo;2015;11.550
Melilla;Renta bruta media por persona;2020;12.912
Melilla;Renta bruta media por persona;2019;12.676
Melilla;Renta bruta media por persona;2018;12.081
Melilla;Renta bruta media por persona;2017;11.541
Melilla;Renta bruta media por persona;2016;11.377
Melilla;Renta bruta media por persona;2015;11.151
Melilla;Renta bruta media por hogar;2020;44.129
Melilla;Renta bruta media por hogar;2019;43.936
Melilla;Renta bruta media por hogar;2018;41.830
Melilla;Renta bruta media por hogar;2017;40.426
Melilla;Renta bruta media por hogar;2016;39.968
Melilla;Renta bruta media por hogar;2015;39.402
Fuerteventura;Renta neta media por persona ;2020;9.818
Fuerteventura;Renta neta media por persona ;2019;10.419
Fuerteventura;Renta neta media por persona ;2018;10.112
Fuerteventura;Renta neta media por persona ;2017;9.648
Fuerteventura;Renta neta media por persona ;2016;9.068
Fuerteventura;Renta neta media por persona ;2015;8.904
Fuerteventura;Renta neta media por hogar;2020;26.948
Fuerteventura;Renta neta media por hogar;2019;28.952
Fuerteventura;Renta neta media por hogar;2018;27.974
Fuerteventura;Renta neta media por hogar;2017;26.526
Fuerteventura;Renta neta media por hogar;2016;25.150
Fuerteventura;Renta neta media por hogar;2015;24.332
Fuerteventura;Media de la renta por unidad de consumo;2020;15.340
Fuerteventura;Media de la renta por unidad de consumo;2019;16.287
Fuerteventura;Media de la renta por unidad de consumo;2018;15.847
Fuerteventura;Media de la renta por unidad de consumo;2017;15.145
Fuerteventura;Media de la renta por unidad de consumo;2016;14.297
Fuerteventura;Media de la renta por unidad de consumo;2015;13.955
Fuerteventura;Mediana de la renta por unidad de consumo;2020;13.650
Fuerteventura;Mediana de la renta por unidad de consumo;2019;14.350
Fuerteventura;Mediana de la renta por unidad de consumo;2018;14.350
Fuerteventura;Mediana de la renta por unidad de consumo;2017;13.650
Fuerteventura;Mediana de la renta por unidad de consumo;2016;12.950
Fuerteventura;Mediana de la renta por unidad de consumo;2015;12.250
Fuerteventura;Renta bruta media por persona;2020;11.444
Fuerteventura;Renta bruta media por persona;2019;12.235
Fuerteventura;Renta bruta media por persona;2018;11.886
Fuerteventura;Renta bruta media por persona;2017;11.348
Fuerteventura;Renta bruta media por persona;2016;10.607
Fuerteventura;Renta bruta media por persona;2015;10.364
Fuerteventura;Renta bruta media por hogar;2020;31.412
Fuerteventura;Renta bruta media por hogar;2019;33.999
Fuerteventura;Renta bruta media por hogar;2018;32.882
Fuerteventura;Renta bruta media por hogar;2017;31.200
Fuerteventura;Renta bruta media por hogar;2016;29.416
Fuerteventura;Renta bruta media por hogar;2015;28.323
Gomera, La;Renta neta media por persona ;2020;10.874
Gomera, La;Renta neta media por persona ;2019;11.169
Gomera, La;Renta neta media por persona ;2018;10.636
Gomera, La;Renta neta media por persona ;2017;10.014
Gomera, La;Renta neta media por persona ;2016;9.494
Gomera, La;Renta neta media por persona ;2015;9.456
Gomera, La;Renta neta media por hogar;2020;26.509
Gomera, La;Renta neta media por hogar;2019;27.815
Gomera, La;Renta neta media por hogar;2018;26.493
Gomera, La;Renta neta media por hogar;2017;25.046
Gomera, La;Renta neta media por hogar;2016;24.203
Gomera, La;Renta neta media por hogar;2015;24.051
Gomera, La;Media de la renta por unidad de consumo;2020;16.675
Gomera, La;Media de la renta por unidad de consumo;2019;16.786
Gomera, La;Media de la renta por unidad de consumo;2018;16.009
Gomera, La;Media de la renta por unidad de consumo;2017;15.136
Gomera, La;Media de la renta por unidad de consumo;2016;14.398
Gomera, La;Media de la renta por unidad de consumo;2015;14.368
Gomera, La;Mediana de la renta por unidad de consumo;2020;14.350
Gomera, La;Mediana de la renta por unidad de consumo;2019;15.050
Gomera, La;Mediana de la renta por unidad de consumo;2018;14.350
Gomera, La;Mediana de la renta por unidad de consumo;2017;12.950
Gomera, La;Mediana de la renta por unidad de consumo;2016;12.250
Gomera, La;Mediana de la renta por unidad de consumo;2015;12.250
Gomera, La;Renta bruta media por persona;2020;12.574
Gomera, La;Renta bruta media por persona;2019;12.921
Gomera, La;Renta bruta media por persona;2018;12.249
Gomera, La;Renta bruta media por persona;2017;11.548
Gomera, La;Renta bruta media por persona;2016;10.923
Gomera, La;Renta bruta media por persona;2015;10.832
Gomera, La;Renta bruta media por hogar;2020;30.654
Gomera, La;Renta bruta media por hogar;2019;32.178
Gomera, La;Renta bruta media por hogar;2018;30.509
Gomera, La;Renta bruta media por hogar;2017;28.883
Gomera, La;Renta bruta media por hogar;2016;27.847
Gomera, La;Renta bruta media por hogar;2015;27.551
Gran Canaria;Renta neta media por persona ;2020;11.500
Gran Canaria;Renta neta media por persona ;2019;11.531
Gran Canaria;Renta neta media por persona ;2018;11.026
Gran Canaria;Renta neta media por persona ;2017;10.484
Gran Canaria;Renta neta media por persona ;2016;9.960
Gran Canaria;Renta neta media por persona ;2015;9.693
Gran Canaria;Renta neta media por hogar;2020;30.981
Gran Canaria;Renta neta media por hogar;2019;31.437
Gran Canaria;Renta neta media por hogar;2018;30.164
Gran Canaria;Renta neta media por hogar;2017;28.881
Gran Canaria;Renta neta media por hogar;2016;27.786
Gran Canaria;Renta neta media por hogar;2015;26.931
Gran Canaria;Media de la renta por unidad de consumo;2020;17.415
Gran Canaria;Media de la renta por unidad de consumo;2019;17.566
Gran Canaria;Media de la renta por unidad de consumo;2018;16.833
Gran Canaria;Media de la renta por unidad de consumo;2017;16.044
Gran Canaria;Media de la renta por unidad de consumo;2016;15.276
Gran Canaria;Media de la renta por unidad de consumo;2015;14.848
Gran Canaria;Mediana de la renta por unidad de consumo;2020;14.350
Gran Canaria;Mediana de la renta por unidad de consumo;2019;15.050
Gran Canaria;Mediana de la renta por unidad de consumo;2018;14.350
Gran Canaria;Mediana de la renta por unidad de consumo;2017;13.650
Gran Canaria;Mediana de la renta por unidad de consumo;2016;12.950
Gran Canaria;Mediana de la renta por unidad de consumo;2015;12.250
Gran Canaria;Renta bruta media por persona;2020;13.599
Gran Canaria;Renta bruta media por persona;2019;13.682
Gran Canaria;Renta bruta media por persona;2018;13.062
Gran Canaria;Renta bruta media por persona;2017;12.422
Gran Canaria;Renta bruta media por persona;2016;11.761
Gran Canaria;Renta bruta media por persona;2015;11.409
Gran Canaria;Renta bruta media por hogar;2020;36.636
Gran Canaria;Renta bruta media por hogar;2019;37.303
Gran Canaria;Renta bruta media por hogar;2018;35.732
Gran Canaria;Renta bruta media por hogar;2017;34.220
Gran Canaria;Renta bruta media por hogar;2016;32.812
Gran Canaria;Renta bruta media por hogar;2015;31.698
Hierro, El;Renta neta media por persona ;2020;11.234
Hierro, El;Renta neta media por persona ;2019;11.012
Hierro, El;Renta neta media por persona ;2018;10.377
Hierro, El;Renta neta media por persona ;2017;9.866
Hierro, El;Renta neta media por persona ;2016;9.397
Hierro, El;Renta neta media por persona ;2015;9.207
Hierro, El;Renta neta media por hogar;2020;29.124
Hierro, El;Renta neta media por hogar;2019;28.919
Hierro, El;Renta neta media por hogar;2018;27.202
Hierro, El;Renta neta media por hogar;2017;26.140
Hierro, El;Renta neta media por hogar;2016;24.870
Hierro, El;Renta neta media por hogar;2015;24.434
Hierro, El;Media de la renta por unidad de consumo;2020;17.119
Hierro, El;Media de la renta por unidad de consumo;2019;16.652
Hierro, El;Media de la renta por unidad de consumo;2018;15.705
Hierro, El;Media de la renta por unidad de consumo;2017;15.038
Hierro, El;Media de la renta por unidad de consumo;2016;14.305
Hierro, El;Media de la renta por unidad de consumo;2015;14.029
Hierro, El;Mediana de la renta por unidad de consumo;2020;15.050
Hierro, El;Mediana de la renta por unidad de consumo;2019;14.350
Hierro, El;Mediana de la renta por unidad de consumo;2018;13.650
Hierro, El;Mediana de la renta por unidad de consumo;2017;12.950
Hierro, El;Mediana de la renta por unidad de consumo;2016;12.250
Hierro, El;Mediana de la renta por unidad de consumo;2015;11.550
Hierro, El;Renta bruta media por persona;2020;13.269
Hierro, El;Renta bruta media por persona;2019;12.935
Hierro, El;Renta bruta media por persona;2018;12.186
Hierro, El;Renta bruta media por persona;2017;11.559
Hierro, El;Renta bruta media por persona;2016;10.976
Hierro, El;Renta bruta media por persona;2015;10.695
Hierro, El;Renta bruta media por hogar;2020;34.398
Hierro, El;Renta bruta media por hogar;2019;33.969
Hierro, El;Renta bruta media por hogar;2018;31.943
Hierro, El;Renta bruta media por hogar;2017;30.624
Hierro, El;Renta bruta media por hogar;2016;29.049
Hierro, El;Renta bruta media por hogar;2015;28.385
Ibiza y Formentera;Renta neta media por persona ;2020;12.416
Ibiza y Formentera;Renta neta media por persona ;2019;13.784
Ibiza y Formentera;Renta neta media por persona ;2018;12.985
Ibiza y Formentera;Renta neta media por persona ;2017;12.543
Ibiza y Formentera;Renta neta media por persona ;2016;11.516
Ibiza y Formentera;Renta neta media por persona ;2015;11.128
Ibiza y Formentera;Renta neta media por hogar;2020;35.528
Ibiza y Formentera;Renta neta media por hogar;2019;39.579
Ibiza y Formentera;Renta neta media por hogar;2018;36.938
Ibiza y Formentera;Renta neta media por hogar;2017;35.609
Ibiza y Formentera;Renta neta media por hogar;2016;33.500
Ibiza y Formentera;Renta neta media por hogar;2015;31.597
Ibiza y Formentera;Media de la renta por unidad de consumo;2020;19.763
Ibiza y Formentera;Media de la renta por unidad de consumo;2019;21.756
Ibiza y Formentera;Media de la renta por unidad de consumo;2018;20.842
Ibiza y Formentera;Media de la renta por unidad de consumo;2017;19.787
Ibiza y Formentera;Media de la renta por unidad de consumo;2016;18.301
Ibiza y Formentera;Media de la renta por unidad de consumo;2015;17.608
Ibiza y Formentera;Mediana de la renta por unidad de consumo;2020;16.450
Ibiza y Formentera;Mediana de la renta por unidad de consumo;2019;18.550
Ibiza y Formentera;Mediana de la renta por unidad de consumo;2018;17.850
Ibiza y Formentera;Mediana de la renta por unidad de consumo;2017;17.150
Ibiza y Formentera;Mediana de la renta por unidad de consumo;2016;15.750
Ibiza y Formentera;Mediana de la renta por unidad de consumo;2015;15.050
Ibiza y Formentera;Renta bruta media por persona;2020;15.225
Ibiza y Formentera;Renta bruta media por persona;2019;16.984
Ibiza y Formentera;Renta bruta media por persona;2018;16.294
Ibiza y Formentera;Renta bruta media por persona;2017;15.444
Ibiza y Formentera;Renta bruta media por persona;2016;14.028
Ibiza y Formentera;Renta bruta media por persona;2015;13.494
Ibiza y Formentera;Renta bruta media por hogar;2020;43.566
Ibiza y Formentera;Renta bruta media por hogar;2019;48.766
Ibiza y Formentera;Renta bruta media por hogar;2018;46.351
Ibiza y Formentera;Renta bruta media por hogar;2017;43.845
Ibiza y Formentera;Renta bruta media por hogar;2016;40.805
Ibiza y Formentera;Renta bruta media por hogar;2015;38.315
Lanzarote;Renta neta media por persona ;2020;10.375
Lanzarote;Renta neta media por persona ;2019;10.943
Lanzarote;Renta neta media por persona ;2018;10.493
Lanzarote;Renta neta media por persona ;2017;9.938
Lanzarote;Renta neta media por persona ;2016;9.411
Lanzarote;Renta neta media por persona ;2015;9.161
Lanzarote;Renta neta media por hogar;2020;29.438
Lanzarote;Renta neta media por hogar;2019;31.303
Lanzarote;Renta neta media por hogar;2018;29.824
Lanzarote;Renta neta media por hogar;2017;28.045
Lanzarote;Renta neta media por hogar;2016;26.681
Lanzarote;Renta neta media por hogar;2015;25.706
Lanzarote;Media de la renta por unidad de consumo;2020;16.054
Lanzarote;Media de la renta por unidad de consumo;2019;16.943
Lanzarote;Media de la renta por unidad de consumo;2018;16.278
Lanzarote;Media de la renta por unidad de consumo;2017;15.430
Lanzarote;Media de la renta por unidad de consumo;2016;14.611
Lanzarote;Media de la renta por unidad de consumo;2015;14.205
Lanzarote;Mediana de la renta por unidad de consumo;2020;13.650
Lanzarote;Mediana de la renta por unidad de consumo;2019;15.050
Lanzarote;Mediana de la renta por unidad de consumo;2018;14.350
Lanzarote;Mediana de la renta por unidad de consumo;2017;13.650
Lanzarote;Mediana de la renta por unidad de consumo;2016;12.950
Lanzarote;Mediana de la renta por unidad de consumo;2015;12.250
Lanzarote;Renta bruta media por persona;2020;12.183
Lanzarote;Renta bruta media por persona;2019;12.912
Lanzarote;Renta bruta media por persona;2018;12.367
Lanzarote;Renta bruta media por persona;2017;11.704
Lanzarote;Renta bruta media por persona;2016;11.038
Lanzarote;Renta bruta media por persona;2015;10.705
Lanzarote;Renta bruta media por hogar;2020;34.567
Lanzarote;Renta bruta media por hogar;2019;36.934
Lanzarote;Renta bruta media por hogar;2018;35.149
Lanzarote;Renta bruta media por hogar;2017;33.028
Lanzarote;Renta bruta media por hogar;2016;31.294
Lanzarote;Renta bruta media por hogar;2015;30.037
Mallorca;Renta neta media por persona ;2020;12.480
Mallorca;Renta neta media por persona ;2019;13.382
Mallorca;Renta neta media por persona ;2018;12.899
Mallorca;Renta neta media por persona ;2017;12.270
Mallorca;Renta neta media por persona ;2016;11.487
Mallorca;Renta neta media por persona ;2015;11.237
Mallorca;Renta neta media por hogar;2020;34.522
Mallorca;Renta neta media por hogar;2019;37.272
Mallorca;Renta neta media por hogar;2018;35.796
Mallorca;Renta neta media por hogar;2017;33.927
Mallorca;Renta neta media por hogar;2016;32.500
Mallorca;Renta neta media por hogar;2015;30.992
Mallorca;Media de la renta por unidad de consumo;2020;19.298
Mallorca;Media de la renta por unidad de consumo;2019;20.722
Mallorca;Media de la renta por unidad de consumo;2018;20.064
Mallorca;Media de la renta por unidad de consumo;2017;19.046
Mallorca;Media de la renta por unidad de consumo;2016;17.898
Mallorca;Media de la renta por unidad de consumo;2015;17.393
Mallorca;Mediana de la renta por unidad de consumo;2020;16.450
Mallorca;Mediana de la renta por unidad de consumo;2019;17.850
Mallorca;Mediana de la renta por unidad de consumo;2018;17.150
Mallorca;Mediana de la renta por unidad de consumo;2017;16.450
Mallorca;Mediana de la renta por unidad de consumo;2016;15.050
Mallorca;Mediana de la renta por unidad de consumo;2015;15.050
Mallorca;Renta bruta media por persona;2020;15.203
Mallorca;Renta bruta media por persona;2019;16.434
Mallorca;Renta bruta media por persona;2018;15.883
Mallorca;Renta bruta media por persona;2017;15.065
Mallorca;Renta bruta media por persona;2016;13.963
Mallorca;Renta bruta media por persona;2015;13.600
Mallorca;Renta bruta media por hogar;2020;42.055
Mallorca;Renta bruta media por hogar;2019;45.772
Mallorca;Renta bruta media por hogar;2018;44.075
